Input provided to the model,Whether the prediction is correct (true/false),Expected if condition,Predicted if condition,Prediction score (0-100)
"def database_setup_and_cleanup(db_session: Session) -> Generator[None, None, None]:
    

    inspector = cast(Inspector, inspect(db_session.bind))

    # Check if all tables defined in models are created in the db
    for table in Base.metadata.tables.values():
        [IF_MASK]
            pytest.exit(f""Table {table} does not exist in the database."")

    clear_database(db_session)
    yield  # This allows the test to run
    clear_database(db_session)",false,        if not inspector.has_table(table.name):,"ĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self , Ġ' is _ id '): ( self . is _ id '): ): ): ): '): '): ): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '):",100.0
"def decode_unicode_escapes_to_utf8(text: str) -> str:
	

	[IF_MASK]
		# doesn't have any escape sequences that need to be decoded
		return text

	try:
		# Try to decode Unicode escape sequences
		return text.encode('latin1').decode('unicode_escape')
	except (UnicodeEncodeError, UnicodeDecodeError):
		# logger.debug(f""Failed to decode unicode escape sequences while generating gif text: {text}"")
		return text",false,	if r'\u' not in text:,"ĠĠĠ Ġif Ġnot Ġisinstance ( x , Ġ"" user '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '):",100.0
"def check_prime(nums: list[int]) -> str:
  
  primes = set()
  for number in nums:
    number = int(number)
    [IF_MASK]
      continue
    is_prime = True
    for i in range(2, int(number**0.5) + 1):
      if number % i == 0:
        is_prime = False
        break
    if is_prime:
      primes.add(number)
  return (
      ""No prime numbers found.""
      if not primes
      else f""{', '.join(str(num) for num in primes)} are prime numbers.""
  )",false,    if number <= 1:,ĠĠĠ Ġif Ġ( x . has _ key ) Ġ== Ġ0 : : : : : : : : : : : : : : : : : : : : : : : : : :,100.0
"def worker_task(thread_id, args):
    
    for i in range(args.iterations):
        iteration = i + 1
        test_id = f""{thread_id:02d}_{iteration:02d}""
        text = generate_test_sentence(thread_id, iteration)
        success = request_tts(
            args.url, test_id, text, args.voice, args.output_dir, args.debug
        )

        [IF_MASK]
            log_message(
                f""Thread {thread_id}: Iteration {iteration} failed"",
                args.debug,
                is_error=True,
            )

        # Small delay between iterations to avoid overwhelming the API
        time.sleep(0.1)",false,        if not success:,ĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self . is _ id ): ( self . is _ id ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ):,100.0
"def _annotate_span_for_generation_message(
        self,
        span: trace.Span,
        message: MessageParamT | str | List[MessageParamT],
    ) -> None:
        
        [IF_MASK]
            return
        if isinstance(message, str):
            span.set_attribute(""message.content"", message)
        elif isinstance(message, list):
            for i, msg in enumerate(message):
                if isinstance(msg, str):
                    span.set_attribute(f""message.{i}.content"", msg)
                else:
                    span.set_attribute(f""message.{i}"", str(msg))
        else:
            span.set_attribute(""message"", str(message))",false,        if not self.context.tracing_enabled:,"ĠĠĠ Ġif Ġnot Ġisinstance ( self . is _ name , Ġ"" name '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '):",100.0
"def __str__(self) -> str:
        
        base = f""{self.action.ljust(11)}. {self.target}""
        [IF_MASK]
            base += f"" - {self.details}""
        if self.agent_name:
            base = f""[{self.agent_name}] {base}""
        return base",false,        if self.details:,ĠĠĠĠĠĠĠ Ġif Ġself . is _ name : ( self . is _ name ): ): ): ): ): ): ):,100.0
"def normalize_model_name(name, pp_rank, vpp_rank, transformer_config, layer_name=""layers""):
    
    from verl.utils.megatron_utils import get_transformer_layer_offset

    layer_offset = get_transformer_layer_offset(pp_rank, vpp_rank, transformer_config)

    [IF_MASK]
        split_name = name.split(""."")
        # find the num next to split_name
        for i, name in enumerate(split_name):
            if name == layer_name:
                break
        layer_num_idx = i + 1
        # check the name
        assert len(split_name) >= layer_num_idx + 1, f""split_name = {split_name}""
        assert split_name[layer_num_idx].isdigit(), f""split_name = {split_name}""
        # increment layer_num_idx by layer_offset
        split_name[layer_num_idx] = str(int(split_name[layer_num_idx]) + layer_offset)
        name = ""."".join(split_name)  # weight name in inference_tp_model
    return name",false,    if layer_name in name:,ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġin Ġself . is _ name : ( name ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ):,100.0
"def interpreter_feedback(self, output:str) -> str:
        
        [IF_MASK]
            feedback = f""[failure] Error in execution:\n{output}""
        else:
            feedback = ""[success] Execution success, code output:\n"" + output
        return feedback",false,        if self.execution_failure_check(output):,"ĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self , Ġ"" name '): path ): '): path '): path '): 1 ): 1 : ): ): ): ): ): ): 1 : ): ): ): ): ): ): ): ): ): ):",100.0
"def __repr__(self) -> str:
        
        output_str = f""sub question: {self.sub_question}""
        [IF_MASK]
            output_str += f""\nretrieved chunks:\n{self.chunks}""
        if self.spo:
            output_str += f""\nretrieved spo:\n{self.spo}""
        if self.summary:
            output_str += f""\nsummary:\n{self.summary}""
        return output_str",false,        if self.chunks:,ĠĠĠĠĠĠĠ Ġif Ġself . is _ name :,100.0
"def setup_data_dir():
    
    # Get the project root directory (3 levels up from this file)
    current_dir = os.path.dirname(os.path.abspath(__file__))
    project_root = os.path.abspath(os.path.join(current_dir, "".."", ""..""))

    # Define the data directory path
    data_dir = os.path.join(project_root, ""data"")

    # Create the data directory if it doesn't exist
    [IF_MASK]
        os.makedirs(data_dir)
        print(f""Created data directory at: {data_dir}"")
    else:
        print(f""Data directory already exists at: {data_dir}"")

    # Return the path to the data directory
    return data_dir",false,    if not os.path.exists(data_dir):,ĠĠĠ Ġif Ġnot Ġos . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path .,100.0
"def create_empty_state(
    agent: BaseAgent, initialized_states: Optional[dict[str, Any]] = None
) -> dict[str, Any]:
  
  non_initialized_states = {}
  _create_empty_state(agent, non_initialized_states)
  for key in initialized_states or {}:
    [IF_MASK]
      del non_initialized_states[key]
  return non_initialized_states",false,    if key in non_initialized_states:,ĠĠĠ Ġif Ġnot Ġin Ġ_ is _ name : ( key ): ): : : : : : : : : : : : : : : ( key ): ): ): ): ): ): ): ): ):,100.0
"def _display_quality_summary(self, metrics: Dict[str, Any]):
        
        overall_score = metrics.get(""overall_score"", 0)
        issues = metrics.get(""issues"", [])

        # Use formatter for consistent display
        quality_display = self.formatter.format_quality_score(overall_score, issues)
        self.console.print(f""[dim]{quality_display}[/dim]"")

        # Highlight specific test concerns
        [IF_MASK]
            self.console.print(
                ""  [yellow]⚠ Test detected premature answer attempt[/yellow]""
            )

        verbosity = metrics.get(""verbosity"", 0)
        if verbosity > 0.7:
            self.console.print(
                f""  [yellow]⚠ High verbosity detected ({verbosity:.0%})[/yellow]""
            )",false,"        if metrics.get(""premature_attempt""):",ĠĠĠĠĠĠĠ Ġif Ġself . is _ name : ( self . get _ name ): ): ): ( self . get _ name ): ): ):,100.0
"def get_markdown(research_id):
    
    conn = get_db_connection()
    conn.row_factory = lambda cursor, row: {
        column[0]: row[idx] for idx, column in enumerate(cursor.description)
    }
    cursor = conn.cursor()
    cursor.execute(""SELECT * FROM research_history WHERE id = ?"", (research_id,))
    result = cursor.fetchone()
    conn.close()

    [IF_MASK]
        return jsonify({""status"": ""error"", ""message"": ""Report not found""}), 404

    try:
        with open(result[""report_path""], ""r"", encoding=""utf-8"") as f:
            content = f.read()
        return jsonify({""status"": ""success"", ""content"": content})
    except Exception as e:
        return jsonify({""status"": ""error"", ""message"": str(e)}), 500",false,"    if not result or not result.get(""report_path""):","ĠĠĠ Ġif Ġnot Ġisinstance ( value , Ġ"" 0 ): 0 "": 0 "": path "": 0 . is _ id "": ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ):",100.0
"def connect(self) -> bool:
        
        [IF_MASK]
            return True
            
        try:
            self.sock = socket.socket(socket.AF_INET, socket.SOCK_STREAM)
            self.sock.connect((self.host, self.port))
            logger.info(f""Connected to Blender at {self.host}:{self.port}"")
            return True
        except Exception as e:
            logger.error(f""Failed to connect to Blender: {str(e)}"")
            self.sock = None
            return False",false,        if self.sock:,ĠĠĠĠĠĠĠ Ġif Ġself . is _ id : ( self . get _ key ): ): ): ( self . get _ key ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ):,100.0
"def append_dims(x, target_dims):
    
    dims_to_append = target_dims - x.ndim
    [IF_MASK]
        raise ValueError(f""input has {x.ndim} dims but target_dims is {target_dims}, which is less"")
    return x[(...,) + (None,) * dims_to_append]",false,    if dims_to_append < 0:,"ĠĠĠ Ġif Ġnot Ġisinstance ( x , Ġ( x , Ġ"" x "" Ġin Ġ( x . has _ x . get _ x . get _ x . get _ x . get _ x . get _ x . get _ x . get _ x . get _ x . get _ x ): ): :",100.0
"def api_delete_resource(research_id, resource_id):
    
    try:
        # Delete the resource
        success = delete_resource(resource_id)

        [IF_MASK]
            return jsonify(
                {""status"": ""success"", ""message"": ""Resource deleted successfully""}
            )
        else:
            return jsonify({""status"": ""error"", ""message"": ""Resource not found""}), 404
    except Exception as e:
        logger.error(f""Error deleting resource: {str(e)}"")
        return jsonify({""status"": ""error"", ""message"": str(e)}), 500",false,        if success:,ĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self . is _ id ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ):,100.0
